ProductID,ProductCategory,ProductSubcategory,ProductGroup,ProductVendor,ProductName,ProductModel,ProductUnitCost,ProductUnitPrice,ProductWeight
502,FURNITURE,MISC FURNITURE,Decor,Vendor 83,BABALLA TOWER,32BBTSZ,87.6,107.748,2
503,FURNITURE,MISC FURNITURE,Decor,Vendor 83,BIRDNEST 7FT IN BASKET,BIRDNEST7,212.4,293.112,5
504,FURNITURE,MISC FURNITURE,Decor,Vendor 83,BROADLEAF KENTIA PALM 7',BROADLEAF KENTIA 7,169.2,218.268,1
505,FURNITURE,MISC FURNITURE,Decor,Vendor 83,CANDLESTICK TILE,CST81946,28.2,40.326,1
506,FURNITURE,MISC FURNITURE,Decor,Vendor 83,CANDLESTICK TILE,CST81947,94.8,123.24,2
507,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,BH152VG,112.8,142.128,2
508,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CG38091,57,76.95,4
509,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT3145CTAR,73.2,93.696,2
510,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT3149,87.6,111.252,2
511,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT3149CT,92.4,127.512,2
512,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT3150,76.8,98.304,1
513,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT58017,85.2,120.132,3
514,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT58024,117.6,165.816,1
515,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT59013,78,117,3
516,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT63617,45,57.6,4
517,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT64913,64.2,76.398,2
518,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT65103,105,143.85,2
519,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT65147,29.1,33.756,4
520,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT65192,88.2,127.008,2
521,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT65211,78,106.08,5
522,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT65441,74.4,107.136,1
523,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT65442,102,144.84,1
524,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT81970,42,59.22,5
525,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT82012,121.2,174.528,3
526,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,CT8929,92.4,136.752,4
527,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,LF0680CRBU,45.6,59.28,4
528,FURNITURE,MISC FURNITURE,Decor,Vendor 83,COFFEE TABLE ARRANGEMENT,ORCB1878,52.8,65.472,5
529,FURNITURE,MISC FURNITURE,Decor,Vendor 83,CYCAS DOUBLE IN BASKET,CYCAS DOUBLE BASKET,133.2,155.844,4
530,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRAGEMENT,DR832358A,151.2,167.832,5
531,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR3100,118.8,160.38,1
532,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR42052,140.4,178.308,1
533,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR4213,118.8,158.004,3
534,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR5702,52.8,60.192,2
535,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR58055,134.4,169.344,5
536,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR58066,144,208.8,2
537,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR63562,84,125.16,2
538,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR64150,147.6,168.264,3
539,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR64469,177.6,232.656,3
540,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR64839,156,173.16,4
541,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR64844,95.4,120.204,2
542,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR65044,151.2,175.392,2
543,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR65045,134.4,154.56,5
544,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR65149,130.2,182.28,1
545,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR65169,130.8,163.5,3
546,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR65209,177.6,223.776,3
547,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR65262,115.2,134.784,4
548,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR81973,78,117,4
549,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR82358A,159.6,209.076,3
550,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR82363,171.6,204.204,4
551,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DR82363DT,151.2,190.512,2
552,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TABLE ARRANGEMENT,DT81917,106.8,143.112,2
553,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DINING TILE,DT3286,66,82.5,2
554,FURNITURE,MISC FURNITURE,Decor,Vendor 83,DRACENA 7' IN BASKET,DRACENA7 IN BASKET,180,205.2,2
555,FURNITURE,MISC FURNITURE,Decor,Vendor 83,EC ARRANGEMENT,JI351917,84,122.64,4
556,FURNITURE,MISC FURNITURE,Decor,Vendor 83,EC ARRANGEMENT,LG63907,111.6,133.92,1
557,FURNITURE,MISC FURNITURE,Decor,Vendor 83,EC ARRANGEMENT,LG76166,76.8,91.392,3
558,FURNITURE,MISC FURNITURE,Decor,Vendor 83,EC ARRANGEMENT,LG81955,129.6,173.664,2
559,FURNITURE,MISC FURNITURE,Decor,Vendor 83,END TABLE ARRANGEMENT,CGPHLB,21.6,25.056,5
560,FURNITURE,MISC FURNITURE,Decor,Vendor 83,FICUS MULTI TRK 8 IN BSKT,FICUS MULTI TRUNK 8,175.2,259.296,3
561,FURNITURE,MISC FURNITURE,Decor,Vendor 83,FICUS MULTI TRK 8'IN BSKT,FICUSMULTITRUNK8,160.8,213.864,2
562,FURNITURE,MISC FURNITURE,Decor,Vendor 83,GIANT SPATH,GIANT SPATH,57,85.5,2
563,FURNITURE,MISC FURNITURE,Decor,Vendor 83,GIANT SPATH SINGLE IN BSK,GIANTSPATHSINGLE,36.6,51.972,1
564,FURNITURE,MISC FURNITURE,Decor,Vendor 83,GREENERY IN CONTAINER,CG65156,37.8,50.652,1
565,FURNITURE,MISC FURNITURE,Decor,Vendor 83,GREENERY IN CONTAINER,CG81972,38.4,51.456,1
566,FURNITURE,MISC FURNITURE,Decor,Vendor 83,GREENERY IN CONTAINER,CGCBFC,31.2,36.504,1
567,FURNITURE,MISC FURNITURE,Decor,Vendor 83,GREENERY TILE,GTPB,19.8,28.314,3
568,FURNITURE,MISC FURNITURE,Decor,Vendor 83,LARGE LEDGE GARDEN,J12597,84,118.44,2
569,FURNITURE,MISC FURNITURE,Decor,Vendor 83,LARGE LEDGE GARDEN,J2587,135,170.1,4
570,FURNITURE,MISC FURNITURE,Decor,Vendor 83,LARGE LEDGE GARDEN,J2751007,60,73.8,3
571,FURNITURE,MISC FURNITURE,Decor,Vendor 83,LEDGE GARDEN,LG2007,132,149.16,1
572,FURNITURE,MISC FURNITURE,Decor,Vendor 83,LEDGE GARDEN ARRANGEMENT,LG64869,63,75.6,4
573,FURNITURE,MISC FURNITURE,Decor,Vendor 83,LEDGE GARDEN ARRANGEMENT,LG82011,154.8,198.144,3
574,FURNITURE,MISC FURNITURE,Decor,Vendor 83,LEDGE GARDEN ARRANGEMENT,LG82048,90,125.1,1
575,FURNITURE,MISC FURNITURE,Decor,Vendor 83,LEDGE GARDEN ARRANGEMENT,LG82050,178.8,202.044,5
576,FURNITURE,MISC FURNITURE,Decor,Vendor 83,MANGO PLANT,MANGO PLANT,62.4,84.24,2
577,FURNITURE,MISC FURNITURE,Decor,Vendor 83,MING ARALIA 7' IN RATTAN,MING ARALIA 7'RATTAN,248.4,347.76,4
578,FURNITURE,MISC FURNITURE,Decor,Vendor 83,MINI DRACAENA,MINI DRACAENA,37.8,54.054,3
579,FURNITURE,MISC FURNITURE,Decor,Vendor 83,ORCHID,OR58089,96,125.76,1
580,FURNITURE,MISC FURNITURE,Decor,Vendor 83,ORCHID,ORC81676,96,112.32,5
581,FURNITURE,MISC FURNITURE,Decor,Vendor 83,ORCHID,ORC81878,52.8,68.112,2
582,FURNITURE,MISC FURNITURE,Decor,Vendor 83,ORCHID,ORC81892,34.8,39.324,3
583,FURNITURE,MISC FURNITURE,Decor,Vendor 83,ORCHID ARRANGEMENT,OR58092,40.8,46.104,4
584,FURNITURE,MISC FURNITURE,Decor,Vendor 83,PALM,PALM,55.2,66.792,4
585,FURNITURE,MISC FURNITURE,Decor,Vendor 83,PARLOUR PALM,PARLOUR PALM,46.2,69.3,5
586,FURNITURE,MISC FURNITURE,Decor,Vendor 83,PAVE,PV65171,42,61.32,2
587,FURNITURE,MISC FURNITURE,Decor,Vendor 83,PAVE,PV75854,67.8,97.632,2
588,FURNITURE,MISC FURNITURE,Decor,Vendor 83,SCONCE TILE,SCO3148,48,72,5
589,FURNITURE,MISC FURNITURE,Decor,Vendor 83,SCONCE TILE,SCO64467,105,140.7,2
590,FURNITURE,MISC FURNITURE,Decor,Vendor 83,SCONCE TILE ARRANGEMENT,SCO7933,59.4,71.28,3
591,FURNITURE,MISC FURNITURE,Decor,Vendor 83,SMALL ORCHID,R40743,24,30.24,1
592,FURNITURE,MISC FURNITURE,Decor,Vendor 83,SOFA TABLE ARRANGEMENT,SM5702,46.8,54.756,5
593,FURNITURE,MISC FURNITURE,Decor,Vendor 83,SOFA TABLE ARRANGEMENT,TL63849,80.4,90.048,2
594,FURNITURE,MISC FURNITURE,Decor,Vendor 83,SOFA TABLE ARRANGEMENT,TL81793,85.2,125.244,2
595,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL2427,81.6,111.792,3
596,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL5630,150,183,3
597,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL61308,72,94.32,2
598,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL65039,103.2,142.416,4
599,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL65040,82.8,96.048,1
600,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL65042,104.4,129.456,4
601,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL65144,88.2,124.362,5
602,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL65148,24,33.36,1
603,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL65180,180,199.8,1
604,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL65207,124.8,154.752,1
605,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL82007,121.2,170.892,4
606,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL82008,145.2,184.404,3
607,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL82009,121.2,139.38,1
608,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL82011,104.4,124.236,2
609,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL82366,178.8,230.652,5
610,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL82367,202.8,259.584,2
611,FURNITURE,MISC FURNITURE,Decor,Vendor 83,TALL ARRANGEMENT,TL82368,214.8,296.424,3
612,FURNITURE,MISC FURNITURE,Decor,Vendor 83,WALL SCONCE,SCO81964,75,102,1
613,FURNITURE,MISC FURNITURE,Decor,Vendor 83,WATER GARDEN,WG3720,118.8,153.252,3
614,FURNITURE,MISC FURNITURE,Decor,Vendor 83,WATER GARDEN,WG55030,69.6,99.528,2
615,FURNITURE,MISC FURNITURE,Decor,Vendor 83,WATER GARDEN,WG58038,118.8,142.56,5
616,FURNITURE,MISC FURNITURE,Decor,Vendor 83,WATER GARDEN,WG58079,38.4,56.448,5
617,FURNITURE,MISC FURNITURE,Decor,Vendor 83,WATER GARDEN,WG64711,70.8,89.916,2
618,FURNITURE,MISC FURNITURE,Decor,Vendor 83,WATER GARDEN,WG65382,70.8,92.04,3
619,FURNITURE,MISC FURNITURE,Decor,Vendor 83,WATER GARDEN,WG65870,96,138.24,3
620,FURNITURE,MISC FURNITURE,Decor,Vendor 83,WATER GARDEN,WG82209,111.6,132.804,4
621,FURNITURE,MISC FURNITURE,Decor,Vendor 83,WATER GARDEN ARRANGEMENT,WG63481,43.8,52.122,5
622,FURNITURE,MISC FURNITURE,Fireplace Surrounds,Vendor 160,SUSSEX BRN MAHOGANY FPLAC,FA8567E,0.01,0.0149,2
623,FURNITURE,MISC FURNITURE,Fireplace Surrounds,Vendor 160,SUSSEX OAK FIREPLACE CABI,FA8566E,0.01,0.0143,5
624,FURNITURE,MISC FURNITURE,Fireplace Surrounds,Vendor 160,SUTTER MAHOGANY FPL CABIN,FA8560E,0.01,0.012,4
625,FURNITURE,MISC FURNITURE,Rugs,Vendor 193,RUG,R115592,103.32,130.1832,12
626,FURNITURE,MISC FURNITURE,Rugs,Vendor 193,RUG,R117592,103.32,118.818,2
627,FURNITURE,MISC FURNITURE,Rugs,Vendor 193,RUG,R205672,159.45,194.529,11
628,FURNITURE,OCCASIONAL TABLES,Tables,Vendor 160,ESPRESSO TRK COCKTAIL TBL,CK2224,142.97,211.5956,3
629,FURNITURE,OCCASIONAL TABLES,Tables,Vendor 160,NAILHEAD END TABLE,CK6225,99,125.73,8
630,FURNITURE,OCCASIONAL TABLES,Tables,Vendor 193,NOLAN ROUND END TABLE,T5126,92.79,115.9875,5
631,FURNITURE,OCCASIONAL TABLES,Tables,Vendor 193,SP ORD NORTHSHORE ETABLE,T9632,194.76,247.3452,7
632,FURNITURE,OCCASIONAL TABLES,Tables,Vendor 193,TENELY 3-IN-1 PACK,T36113,144.03,194.4405,2
633,FURNITURE,OCCASIONAL TABLES,Tables,Vendor 526,MANDY COCKTAIL TABLE,324501,166.09,232.526,25
634,FURNITURE,OCCASIONAL TABLES,Tables,Vendor 754,MONTECITO END TABLE,61703,161.65,237.6255,7
635,FURNITURE,RECLINER,Recliners,Vendor 190,CHAISE ROCKER RECLINER,7580325,259.14,357.6132,45
636,FURNITURE,RECLINER,Recliners,Vendor 190,LEATHER MATCH ROCKER/RECL,4070325,291.58,422.791,19
637,FURNITURE,RECLINER,Recliners,Vendor 193,COLTON BURGUNDY RECLINER,9970025,399.76,555.6664,38
638,FURNITURE,RECLINER,Recliners,Vendor 193,DIRECTOR COCOA RECLINER,1360325,170.95,251.2965,45
639,FURNITURE,RECLINER,Recliners,Vendor 193,DURAPELLA CAFE RECLINER,1486325,235.24,329.336,50
640,FURNITURE,RECLINER,Recliners,Vendor 193,MACIE BROWN ROCKER RECLIN,5460125,285.17,319.3904,35
641,FURNITURE,RECLINER,Recliners,Vendor 193,RECLINER,2620325,245.45,296.9945,26
642,FURNITURE,RECLINER,Recliners,Vendor 193,RECLINER,8690025,278.84,312.3008,15
643,FURNITURE,RECLINER,Recliners,Vendor 193,ROCKER RECLINER,1360025,193.7,255.684,33
644,FURNITURE,RECLINER,Recliners,Vendor 193,ROCKER RECLINER,1372325,212.79,240.4527,21
645,FURNITURE,RECLINER,Recliners,Vendor 193,ROCKER RECLINER (MOCHA),1380325,242.16,276.0624,15
646,FURNITURE,RECLINER,Recliners,Vendor 193,SAN LUCAS HARNESS RECLINE,8460325,273.38,390.9334,26
647,FURNITURE,RECLINER,Recliners,Vendor 193,SAN LUCAS RECLINER,4349930,460.41,612.3453,26
648,FURNITURE,RECLINER,Recliners,Vendor 193,SHA-SHOU COCOA RECLINER,1855325,197.86,282.9398,43
649,FURNITURE,RECLINER,Recliners,Vendor 193,TAUPE ROCKER RECLINER,1360125,197.88,259.2228,36
650,FURNITURE,RECLINER,Recliners,Vendor 193,WARREN NATURAL RECLINER,4130025,330.36,462.504,34
651,FURNITURE,RECLINER,Recliners,Vendor 718,DOUBLE PLAY RECLINER,1039116,295.33,434.1351,23
652,FURNITURE,RECLINER,Recliners,Vendor 718,JACOB BIG MAN RECLINER,1029117,196.48,235.776,25
653,FURNITURE,RECLINER,Recliners,Vendor 718,MAXWELL RECLINER,1109117,313.41,454.4445,37
654,FURNITURE,RTA FURNITURE,TV Stands,Vendor 104,TV STAND,PRO9001VS,160.35,216.4725,48
655,FURNITURE,RTA FURNITURE,TV Stands,Vendor 23,Soho Silver Met Fram,88335654,64.9,75.933,23
656,FURNITURE,RTA FURNITURE,TV Stands,Vendor 691,AVITON FLAT PANEL TV STAN,ZL51744MIXU,144.88,192.6904,28
657,FURNITURE,RTA FURNITURE,TV Stands,Vendor 691,BLACK TV STAND,ZL56455SU,236.14,311.7048,34
658,FURNITURE,RTA FURNITURE,TV Stands,Vendor 691,BROWN TV STAND,ZL56855SU,204.79,231.4127,8
659,FURNITURE,RTA FURNITURE,TV Stands,Vendor 691,CRUISE HIGHBOY TV STAND,ZL58336SU,143.66,185.3214,35
660,FURNITURE,RTA FURNITURE,TV Stands,Vendor 691,ELEVATIONS TV STAND,ZL51536SU,107.75,138.9975,16
661,FURNITURE,RTA FURNITURE,TV Stands,Vendor 691,LANCER TV STAND,ZL568344MXVIIU,272.24,315.7984,32
662,FURNITURE,RTA FURNITURE,TV Stands,Vendor 691,MADRID TV STAND,ZL54144MU,189.91,227.892,32
663,FURNITURE,RTA FURNITURE,TV Stands,Vendor 691,MAKENA FLAT PANEL 3-N-1,ZL43450MXVIIU,263.04,352.4736,34
664,FURNITURE,RTA FURNITURE,TV Stands,Vendor 691,PARIS FLAT PANEL 3-N-1,ZL69044MXVIIU,261.54,342.6174,19
665,FURNITURE,RTA FURNITURE,TV Stands,Vendor 691,SYNC STAND,ZL788150MXVU,0.01,0.0124,11
666,FURNITURE,RTA FURNITURE,TV Stands,Vendor 691,TV STAND,ZL621060SU,221.57,299.1195,7
667,FURNITURE,RTA FURNITURE,TV Stands,Vendor 691,TV STAND,ZL651068S,283.64,405.6052,11
668,FURNITURE,RTA FURNITURE,TV Stands,Vendor 691,TV STAND,ZL702658S,236.59,331.226,8
669,FURNITURE,RTA FURNITURE,TV Stands,Vendor 691,TV STAND,ZL78850MVU,304.24,380.3,15
670,FURNITURE,RUGS,Rugs,Vendor 193,ANDANTE IVORY COAST RUG,R109002,74.1,100.035,26
671,FURNITURE,RUGS,Rugs,Vendor 193,RICHMOND TORTOISE RUG,R055002,91.74,106.4184,17
672,FURNITURE,RUGS,Rugs,Vendor 193,SOHO BLACK RUG,R134002,121.41,174.8304,22
673,FURNITURE,RUGS,Rugs,Vendor 193,STRUCTURE IVORY RUG,R073002,124.13,143.9908,25
674,FURNITURE,RUGS,Rugs,Vendor 62,BEIGE TUFTED 5X8 RUG,AIS00000LBG000,67.5,92.475,6
675,FURNITURE,RUGS,Rugs,Vendor 62,BROWN TUFTED 5X8 RUG,AIS00000BRN000,67.5,83.025,7
676,FURNITURE,RUGS,Rugs,Vendor 62,GREY TUFTED 5X8 RUG,AIS00000GRY000,67.5,92.475,30
677,FURNITURE,RUGS,Rugs,Vendor 62,SAPHIR ADUR DR CHOC/TEAL,3095F,174.79,208.0001,35
678,FURNITURE,RUGS,Rugs,Vendor 62,SAPHIR ZAM PEWTER/GRAY,3108F,174.79,256.9413,29
679,FURNITURE,WALL ART,Wall Art,Vendor 125,GOLDEN DAY III,G75095,49.9,61.876,18
680,FURNITURE,WALL ART,Wall Art,Vendor 125,GOLDEN DAY IV,G75096,49.9,62.874,17
681,FURNITURE,WALL ART,Wall Art,Vendor 125,INTERESTING STORY,I95094,61,79.3,6
682,FURNITURE,WALL ART,Wall Art,Vendor 125,KING OF THE MOUNTAIN,R17676,102.03,137.7405,10
683,FURNITURE,WALL ART,Wall Art,Vendor 125,RED-EYED TREE FROG,I95091,61,68.32,22
684,FURNITURE,WALL ART,Wall Art,Vendor 125,THE DANCE,Q16627,93.14,131.3274,33
685,FURNITURE,WALL ART,Wall Art,Vendor 125,"THE LAST SUPPER, 1498",Q16518,93.14,131.3274,8
686,FURNITURE,WALL ART,Wall Art,Vendor 125,THREE AMIGOS II,L12570,75.41,94.2625,23
687,FURNITURE,WALL ART,Wall Art,Vendor 701,COGBURN PAINTING,3901,110.02,124.3226,5
688,FURNITURE,WALL ART,Wall Art,Vendor 701,COOKIE CHIPS PAINTING,4000,108.04,153.4168,17
689,FURNITURE,WALL ART,Wall Art,Vendor 701,ENTICEMENT PAINTING,3723B,109.15,142.9865,5
690,FURNITURE,WALL ART,Wall Art,Vendor 701,RODEO PAINTING,3650R,109.15,154.993,31
691,FURNITURE,WALL ART,Wall Art,Vendor 701,SAKURA1 PAINTING,3954,109.15,147.3525,19
692,FURNITURE,WALL ART,Wall Art,Vendor 701,SYCAMORE ONE PAINTING,3920,110.58,130.4844,9
693,FURNITURE,WALL ART,Wall Art,Vendor 701,TRANQUILITY PAINTING,3356,109.15,145.1695,23
694,FURNITURE,WALL ART,Wall Art,Vendor 701,TUSCAN FIELDS PAINTING,3852,109.15,158.2675,13
695,FURNITURE,WALL ART,Wall Art,Vendor 701,WHITE TIGER PAINTING,3030,109.15,152.81,33
696,FURNITURE,WALL ART,Wall Art,Vendor 791,WD LTHR MIR,22919,111.88,161.1072,6
697,HARD GOODS,BARBECUE GRILLS,Fire Pits,Vendor 23,"14"" Red Square Tabletop G",560110,18.37,23.1462,34
698,HARD GOODS,BARBECUE GRILLS,Fire Pits,Vendor 23,Haywood Fire Pit,25321,70.4,94.336,28
699,HARD GOODS,BARBECUE GRILLS,Fire Pits,Vendor 23,Table Top Grill,610101,63.25,90.4475,32
700,HARD GOODS,BARBECUE GRILLS,Gas Grills,Vendor 362,25K BTU GAS GRILL,EZA24025B405,86.19,103.428,70
701,HARD GOODS,BARBECUE GRILLS,Gas Grills,Vendor 362,40K BTU GAS GRILL,EZT40050BC413,155.09,181.4553,41
702,HARD GOODS,BARBECUE GRILLS,Gas Grills,Vendor 362,BBQ GRILL,EZD45055BC485,199.08,292.6476,42
703,HARD GOODS,BARBECUE GRILLS,Gas Grills,Vendor 362,BBQ GRILLS,EZA30030B480,91.74,135.7752,54
704,HARD GOODS,BARBECUE GRILLS,Gas Grills,Vendor 362,GAS GRILL,EEG5549E417,276.52,414.78,73
705,HARD GOODS,BARBECUE GRILLS,Gas Grills,Vendor 362,GAS GRILL,EZA30040B481,104.68,117.2416,45
706,HARD GOODS,BARBECUE GRILLS,Gas Grills,Vendor 362,GAS GRILL,EZT3345BV406,130.77,164.7702,35
707,HARD GOODS,BARBECUE GRILLS,Gas Grills,Vendor 362,LP GAS GRILL,EZT34545B482,128.39,179.746,50
708,HARD GOODS,BARBECUE GRILLS,Gas Grills,Vendor 852,4 BURNER GAS GRILL,463460710,233.1,310.023,69
709,HARD GOODS,BARBECUE GRILLS,Gas Grills,Vendor 852,QUANTUM 3 BURNER IR GRILL,463270909,343.82,412.584,70
710,HARD GOODS,BARBECUE GRILLS,LP Grills,Vendor 852,LP GAS GRILL,463460708,233.05,277.3295,47
711,HARD GOODS,BARBECUE GRILLS,Table Top Grills,Vendor 852,BBQ GRILL,4635901,90.75,126.1425,58
712,HARD GOODS,GENERATORS,Backup Generators,Vendor 698,3500 WATT GENERATOR,30466,337.08,438.204,115
713,HARD GOODS,GENERATORS,Backup Generators,Vendor 698,5500 WATT GENERATOR,30468,611.02,721.0036,125
714,HARD GOODS,GENERATORS,Backup Generators,Vendor 698,5500 WATT GENERATOR,30209,614.91,682.5501,130
715,HARD GOODS,GENERATORS,Backup Generators,Vendor 698,7000 WATT DLX GENERATOR,30470,787.95,882.504,150
716,HARD GOODS,GENERATORS,Dual Fuel Generators,Vendor 698,*OIL NEEDED*4000 WATT PRO,30335,976.76,1435.8372,155
717,HARD GOODS,HAND HELD,Blowers,Vendor 187,BLOWER,2510,24.41,29.7802,21
718,HARD GOODS,HAND HELD,Chain Saws,Vendor 187,952802035 PP CHAIN SAW,PP4218,120.99,160.9167,78
719,HARD GOODS,HAND HELD,Chain Saws,Vendor 187,CHAIN SAW ( GAS),PP260,161.03,215.7802,53
720,HARD GOODS,HAND HELD,Chain Saws,Vendor 187,GAS CHAIN SAW,2550,180.4,239.932,3
721,HARD GOODS,HAND HELD,Edgers,Vendor 187,952711807 GAS TRIMMER,PP036,76.65,111.909,100
722,HARD GOODS,HAND HELD,Electric Trimmers,Vendor 187,ELECTRIC TRIMMER,EL8,15.53,22.0526,84
723,HARD GOODS,HAND HELD,Gas Trimmers,Vendor 187,GAS TRIMMER,XT250,62.14,75.8108,84
724,HARD GOODS,LAWN & GARDEN ACCESS,Grill Accessories,Vendor 362,20 LP TANK,GG2027,23.87,33.418,51
725,HARD GOODS,LAWN & GARDEN ACCESS,Grill Accessories,Vendor 362,DELUXE LINED GRILL COVER,GG4716,7.22,8.7362,40
726,HARD GOODS,LAWN & GARDEN ACCESS,Power Equipment Accesories,Vendor 3,FUEL AND OIL CAP,952044640,3.47,4.3722,61
727,HARD GOODS,LAWN & GARDEN ACCESS,Storage,Vendor 415,"30"" WALL GEAR BOX",GAWG302DPG,139.86,204.1956,40
728,HARD GOODS,MOWERS,High Wheel Mowers,Vendor 434,HIGH WHEEL LAWN MOWER,20065,282.5,324.875,61
729,HARD GOODS,MOWERS,Self Propelled Mowers,Vendor 434,PERSONAL PACE MOWER,20352,319.2,354.312,26
730,HARD GOODS,MOWERS,Self Propelled Mowers,Vendor 434,SELF PROPELLED MOWER,20351,279.15,418.725,46
731,HARD GOODS,PRESSURE WASHERS,Electric Pressure Washers,Vendor 698,2200 PSI PRESSURE WASHER,20272,247.53,277.2336,51
732,HARD GOODS,PRESSURE WASHERS,Gas Pressure Washers,Vendor 698,1900 PSI PRESSURE WASHER,1908,213.12,238.6944,36
